x,y
148.44771494599698,73.08668144728111
148.4518352973215,73.18659579689539
148.45577903776416,73.28651667158252
148.4595118270639,73.38644535163712
148.4630084673489,73.48638277881601
148.4662989319286,73.58632785191632
148.46943378706447,73.68627870718933
148.47246363434422,73.78623347957797
148.4754390753558,73.88619030402538
148.47841071168702,73.98614731547451
148.48142914492578,74.08610264886843
148.48454497665986,74.1860544391502
148.4878088084771,74.28600082126283
148.49127060623195,74.3859399535736
148.49494852487112,74.48587116655374
148.4988147453793,74.58579548463017
148.50283785941843,74.68571406448189
148.50698645865057,74.78562806278782
148.51122913473765,74.88553863622703
148.51553447934165,74.98544694147847
148.5198710841246,75.08535413522114
148.52420754074845,75.18526137413403
148.52851244087515,75.28516981489611
148.53275624100857,75.38508054534722
148.5369323243928,75.48499380700517
148.54104948070113,75.58490927267178
148.54511678547976,75.68482660459617
148.54914331427497,75.7847454650274
148.55313814263312,75.88466551621457
148.5571103461003,75.98458642040679
148.561069000223,76.08450783985312
148.56502318054737,76.18442943680267
148.5689819626197,76.28435087350452
148.57295359081044,76.38427184318445
148.57693891133772,76.48419231478654
148.5809348905733,76.58411240185102
148.5849384606569,76.68403221919382
148.5889465537282,76.78395188163097
148.59295610192677,76.88387150397847
148.59696403739244,76.98379120105236
148.60096729226473,77.08371108766853
148.60496279868337,77.18363127864309
148.60894748878806,77.28355188879198
148.6129185708278,77.38347302269509
148.61687577773404,77.48339469133543
148.62082019574996,77.58331685552517
148.62475292399748,77.68323947559898
148.62867506159873,77.78316251189143
148.63258770767575,77.88308592473727
148.63649196135069,77.98300967447118
148.64038892174557,78.08293372142774
148.64427968798242,78.18285802594167
148.64816535918337,78.28278254834758
148.65204708445162,78.38270724668735
148.65592702672254,78.48263203249405
148.65980829264015,78.58255677400898
148.66369402478244,78.68248133782498
148.66758736572734,78.78240559053485
148.67149145805274,78.88232939873149
148.6754094443366,78.9822526290077
148.67934446715685,79.08217514795635
148.68329966909138,79.18209682217025
148.68727819271814,79.28201751824226
148.691283112559,79.38193710568761
148.69531298594214,79.48185564799556
148.69935910699942,79.5817735205461
148.7034121134702,79.6816911269055
148.70746264309395,79.78160887064016
148.7115013336101,79.88152715531636
148.71551882275807,79.98144638450046
148.71950574827733,80.08136696175873
148.72345274790723,80.18128929065752
148.72735045938722,80.28121377476312
148.7311897036204,80.38114080961662
148.7349742256085,80.48107022449462
148.7387290019812,80.5810009184179
148.7424809834805,80.68093170391232
148.7462571208485,80.78086139350364
148.75008436482733,80.88078879971775
148.75398966615904,80.98071273508043
148.75799997558576,81.0806320121175
148.7621422438496,81.18054544335483
148.76644342169254,81.28045184131817
148.77093036443443,81.38035002274478
148.7756106232886,81.48023965634178
148.78044912529694,81.58012229199701
148.78540509864212,81.67999973111252
148.79043777150648,81.77987377509025
148.79550637207262,81.87974622533235
148.80057012852296,81.97961888324085
148.80558826904007,82.0794935502177
148.81052002180635,82.17937202766501
148.81532461500433,82.27925611698475
148.81996127681654,82.37914761957902
148.82440005056253,82.4790478590141
148.8286553618402,82.57895619795278
148.83275301948296,82.67887149612243
148.83671883233106,82.77879261324999
148.84057860922488,82.87871840906251
148.8443581590046,82.978647743287
148.84808329051057,83.0785794756504
148.8517798125831,83.17851246587976
148.85547353406244,83.27844557370204
148.85919026378886,83.37837765884427
148.8629532460901,83.478307694627
148.86676574286878,83.57823553947973
148.8706216406953,83.67816146710675
148.87451477215347,83.7780857536034
148.87843896982733,83.87800867506527
148.88238806630068,83.97793050758776
148.88635589415745,84.07785152726626
